Month,Year,Borough,ViolenceAgainstPerson_Murder,ViolenceAgainstPerson_WoundingGBH,ViolenceAgainstPerson_AssaultWithInjury,ViolenceAgainstPerson_CommonAssault,ViolenceAgainstPerson_OffensiveWeapon,ViolenceAgainstPerson_Harassment,ViolenceAgainstPerson_OtherViolence,Sexual_Rape,Sexual_OtherSexual,Robbery_PersonalProperty,Robbery_BusinessProperty,Burglary_Dwelling,Burglary_OtherBuildings,Theft_TakingOfMotorVehicle,Theft_FromMotorVehicle,Theft_MotorVehicleTampering,Theft_FromShops,Theft_Person,Theft_TakingOfPedalCycles,Theft_OtherTheft,Theft_HandlingStolenGoods,FraudForgery_CountedPerVictim,FraudForgery_OtherFraudForgery,CriminalDamage_Dwelling,CriminalDamage_OtherBuildings,CriminalDamage_MotorVehicle,CriminalDamage_OtherCriminalDamage,Drugs_DrugTrafficking,Drugs_PossessionOfDrugs,Drugs_OtherDrugs,OtherNotifiableOffences_GoingEquipped,OtherNotifiableOffences_OtherNotifiable,Males00-20,Males00-20,Males21-40,Males41-60,Males61+,Females00-20,Females21-40,Females41-60,Females61+,PoliceOfficer,PoliceSergeant,SpecialPoliceConstable,PoliceCommunitySupportOfficer,PoliceStaff,UnemployedMale18-24,UnemployedMale25-44,UnemployedMale45-64,UnemployedFemale18-24,UnemployedFemale25-44,UnemployedFemale45-64,PublicAttitudeSurvey_FearofCrime%
FEB,2012,Lewisham,1,19,125,113,11,129,27,12,18,87,7,186,94,60,162,3,60,59,26,217,4,96,34,70,15,80,43,4,109,0,1,31,37671,37671,51164,33726,15363,36668,52088,35764,19112,618,0,137,103,102,4710,9975,5565,2910,5715,3705,32
FEB,2012,Merton,0,11,73,58,3,48,8,2,5,42,3,118,58,35,156,6,64,24,18,143,2,46,19,32,12,47,26,1,62,0,0,6,25850,25850,35590,24450,13747,24150,36049,25475,16914,355,0,94,73,40,2025,3570,2130,1140,2115,1425,29
FEB,2012,Newham,0,24,170,143,8,97,19,16,25,187,14,202,80,92,246,30,137,146,21,268,1,91,53,68,23,54,39,3,137,0,1,31,46722,46722,71663,32443,12769,45703,57593,31892,15299,758,0,195,107,101,5790,10770,5415,3810,6015,3630,45
FEB,2012,Redbridge,1,10,109,64,9,97,19,5,6,89,7,257,49,78,198,9,73,43,10,170,4,92,15,71,12,81,32,6,175,0,2,19,42092,42092,45340,33518,19873,39632,45125,34792,24245,460,0,138,106,66,3405,6285,3435,2055,4080,2400,36
FEB,2012,RichmondUponThames,0,6,47,52,1,43,5,2,9,28,1,75,59,30,94,7,63,13,27,95,1,36,17,17,12,49,11,2,49,0,1,9,23562,23562,27283,25759,15361,23145,28760,26234,19041,301,0,124,76,48,765,1770,1320,420,1185,765,20
FEB,2012,Southwark,0,33,178,140,12,121,27,13,20,194,21,167,109,60,132,4,101,190,79,453,7,26,33,49,17,70,55,6,233,0,1,30,35760,35760,61203,35005,13480,35082,62035,34430,16535,824,0,162,115,145,4605,10140,6120,2835,5865,4005,29
FEB,2012,Sutton,0,3,66,69,1,43,3,6,5,22,3,75,48,20,115,14,75,18,4,114,3,19,6,33,17,48,15,3,50,0,0,5,25587,25587,26280,26096,16151,24263,28313,26685,20255,328,0,115,68,62,1980,3075,1950,945,1905,1335,28
FEB,2012,Tower Hamlets,0,32,121,142,15,148,19,10,27,91,1,137,95,55,121,6,50,139,76,329,4,59,46,49,21,73,43,7,286,3,1,35,34556,34556,66519,24794,9587,33711,62214,20467,11155,720,0,160,94,109,5805,10815,5355,3780,5535,2775,42
FEB,2012,Waltham Forest,0,12,117,109,15,76,22,7,15,109,4,167,57,84,221,26,62,74,26,184,1,61,55,48,36,59,25,5,86,0,1,15,36757,36757,48062,31146,15278,34935,45607,32080,18701,536,0,109,95,91,4815,9420,4800,2910,5490,3195,33
FEB,2012,Wandsworth,1,3,78,100,2,81,10,10,17,77,6,174,99,70,289,11,94,100,89,269,11,77,40,47,15,95,30,6,94,0,1,29,32532,32532,68527,31556,15865,32277,74597,32808,20150,589,0,123,93,79,2760,6210,3495,1620,3840,2325,20
FEB,2012,Westminster,0,22,190,164,7,167,18,15,27,132,6,148,163,20,135,4,335,674,79,1541,10,162,69,38,40,45,44,21,374,0,1,74,23659,23659,48057,26765,15366,22433,44484,25757,17337,1428,0,389,194,244,1905,5070,2790,1215,3255,2010,29
JAN,2012,Barking&Dagenham,0,9,110,95,9,67,17,13,18,89,15,183,46,67,138,10,53,41,30,135,4,85,30,57,9,49,33,6,91,0,0,31,32387,32387,28252,21420,10712,30541,30937,22251,14060,431,0,121,90,83,4005,6480,3255,2445,3975,2235,41
JAN,2012,Barnet,0,7,111,74,8,78,8,7,24,74,7,337,104,54,264,11,88,56,16,207,2,129,56,41,18,79,27,4,99,0,0,9,49725,49725,56750,43004,27674,46659,59107,46117,34920,543,0,162,146,86,2760,6375,3450,1605,4335,2520,32
JAN,2012,Bexley,1,9,78,56,9,51,9,2,11,17,0,137,45,39,90,4,52,7,6,85,1,33,18,35,7,54,29,2,69,0,0,13,32189,32189,28514,30655,21229,31073,30990,32660,26961,369,0,91,106,79,2685,3795,2430,1485,2325,1680,40
JAN,2012,Brent,0,33,179,145,11,171,24,5,14,162,10,334,77,47,225,14,80,102,30,248,6,82,57,44,23,71,50,10,355,3,1,33,42710,42710,58567,37269,20066,39692,55131,37748,23477,648,0,156,101,102,3915,9465,5040,2235,5205,3345,36
JAN,2012,Bromley,0,11,131,88,5,114,17,6,9,32,5,242,126,63,157,16,120,26,25,175,7,82,38,47,25,98,52,15,87,0,0,13,40292,40292,38389,42140,30013,38450,41903,44829,38020,481,0,115,149,76,2925,5190,3495,1650,3075,2115,27
JAN,2012,Camden,1,13,168,108,7,113,23,10,15,87,1,198,95,44,151,14,102,319,67,634,8,43,33,38,23,56,41,7,278,1,2,34,25923,25923,45067,25092,14494,25654,46379,24391,17962,782,0,251,117,129,2115,5100,2895,1365,3285,1920,31
JAN,2012,Croydon,0,30,173,161,21,121,23,19,18,122,21,250,116,117,304,19,171,62,43,356,2,312,54,83,37,171,70,16,227,4,1,35,52483,52483,52487,47228,26582,50838,55891,50637,32740,674,0,225,133,125,5400,9690,5220,2910,5775,3690,33
JAN,2012,Ealing,0,18,151,178,9,123,28,14,16,102,15,320,122,69,297,28,119,93,58,286,2,142,59,46,16,96,44,8,204,1,2,37,45405,45405,61284,41481,22381,42937,59014,41835,26334,695,0,188,127,106,3585,8685,4725,2295,4995,3060,35
JAN,2012,Enfield,0,4,122,115,6,52,18,12,9,55,8,234,70,48,219,15,65,32,18,139,7,65,31,51,12,70,29,11,85,3,0,21,47238,47238,45100,38695,22600,44246,49448,41911,28049,549,0,163,141,76,4815,8925,4815,3210,6270,3585,27
JAN,2012,Greenwich,0,24,172,115,9,87,21,12,38,31,10,198,62,50,132,11,95,62,13,170,4,89,32,55,11,80,48,14,148,0,1,32,37333,37333,46248,30361,15652,35631,44737,30947,19159,620,0,228,99,79,4005,7425,3870,2385,4365,2520,30
JAN,2012,Hackney,1,20,153,126,13,98,31,10,12,87,3,126,64,55,157,21,66,254,101,395,4,55,30,48,20,52,37,8,247,1,0,21,33043,33043,55276,25864,10934,32663,55201,26514,12624,707,0,138,93,107,3810,10605,5685,2610,6480,3615,28
JAN,2012,Hammersmith&Fulham,0,10,106,83,11,93,15,5,14,67,2,114,53,52,175,9,162,98,62,264,7,48,28,49,21,65,16,6,147,2,6,12,19058,19058,39379,19403,9738,18661,40447,20782,12382,578,0,152,84,72,1995,4770,2565,1155,3015,1815,36
JAN,2012,Haringey,0,23,150,112,10,59,29,8,4,99,8,295,62,70,305,4,79,81,22,214,3,96,28,66,15,100,32,2,142,1,1,23,33839,33839,51553,29985,13714,32671,48689,31715,16746,676,0,151,89,84,3990,10020,5370,2505,5835,3495,34
JAN,2012,Harrow,0,16,83,58,7,71,24,2,9,57,1,195,74,24,159,8,43,26,12,104,5,35,31,25,6,51,22,10,47,1,0,16,32661,32661,37407,29764,20096,30494,36399,31493,24063,356,0,143,96,58,1890,3660,2280,1065,2235,1620,32
JAN,2012,Havering,0,17,107,66,7,41,5,4,9,44,5,202,70,74,135,6,88,24,14,121,5,49,9,35,7,66,50,7,64,1,1,25,30541,30541,29293,31571,23916,29274,30865,33237,31036,372,0,121,103,38,3120,4620,2715,1905,2595,1920,30
JAN,2012,Hillingdon,0,19,136,96,17,159,26,11,21,76,9,305,76,58,254,34,129,42,24,266,7,84,37,43,18,98,48,3,92,3,1,40,40744,40744,43526,34613,21232,37998,43489,34981,25173,507,0,108,97,50,2430,4830,2580,1485,3045,1650,39
JAN,2012,Hounslow,0,9,140,141,5,131,12,7,12,65,1,221,65,61,264,17,137,62,52,268,12,97,38,38,21,139,51,11,139,2,2,24,34851,34851,48321,30695,16723,33171,44822,30780,19689,480,0,126,85,68,2640,4590,2535,1380,2910,1635,33
JAN,2012,Islington,0,17,118,121,16,117,17,13,12,91,4,188,93,47,143,14,93,181,62,334,10,36,18,48,18,66,41,8,138,0,2,25,22815,22815,47295,23240,11070,22519,47782,23103,13223,661,0,180,94,50,3315,6510,3390,1905,4140,2520,32
JAN,2012,Kensington&Chelsea,0,1,68,46,3,63,2,5,8,32,3,80,62,46,217,7,158,113,56,513,5,21,27,16,15,33,22,6,102,0,0,10,16089,16089,28920,19624,12081,15098,29030,20621,14467,536,0,158,146,89,1125,2865,1845,600,1995,1305,29
JAN,2012,KingstonUponThames,0,19,82,53,1,36,3,6,7,31,2,62,39,20,44,7,79,46,52,140,3,30,17,22,10,53,21,5,41,0,2,11,20852,20852,26608,20299,12351,21021,27157,20502,15116,294,0,77,70,49,735,1890,1140,570,1080,765,28
JAN,2012,Lambeth,0,39,223,151,21,128,30,13,36,270,8,260,74,85,271,3,76,296,108,580,7,64,39,76,18,132,46,41,227,3,1,35,35123,35123,70587,35054,14016,34309,69181,35060,16870,873,0,136,128,159,4560,11250,6585,2850,6870,4365,29
JAN,2012,Lewisham,0,22,156,112,8,124,27,11,26,102,16,216,96,86,227,12,61,46,38,241,5,153,35,78,11,93,43,4,96,2,1,26,37671,37671,51164,33726,15363,36668,52088,35764,19112,616,0,138,106,106,4530,9825,5565,2835,5715,3750,32
JAN,2012,Merton,0,11,66,44,6,42,10,3,8,42,1,120,49,25,119,7,76,23,30,129,4,25,12,38,16,80,19,4,66,0,0,6,25850,25850,35590,24450,13747,24150,36049,25475,16914,364,0,98,78,42,1905,3465,2175,1020,2160,1395,29
JAN,2012,Newham,0,29,169,152,9,104,23,16,16,201,8,189,69,101,200,19,121,186,28,326,7,101,67,54,15,71,46,8,150,1,1,20,46722,46722,71663,32443,12769,45703,57593,31892,15299,763,0,194,107,104,5520,10530,5280,3765,6030,3630,45
JAN,2012,Redbridge,0,9,107,98,2,75,11,8,24,74,21,265,56,75,266,17,90,45,18,205,6,79,34,42,21,71,32,5,215,1,4,34,42092,42092,45340,33518,19873,39632,45125,34792,24245,463,0,137,107,67,3420,6255,3405,2100,4020,2370,36
JAN,2012,RichmondUponThames,0,4,48,42,6,42,4,0,5,18,3,81,94,30,115,9,46,10,43,115,3,33,13,19,12,56,20,2,30,0,1,12,23562,23562,27283,25759,15361,23145,28760,26234,19041,301,0,122,84,48,705,1725,1305,420,1170,735,20
JAN,2012,Southwark,0,32,178,139,25,110,12,11,28,194,15,160,119,91,181,7,84,173,86,420,5,34,28,54,18,90,57,11,267,2,1,30,35760,35760,61203,35005,13480,35082,62035,34430,16535,836,0,152,115,148,4545,10050,6150,2715,5850,3945,29
JAN,2012,Sutton,0,11,73,65,5,31,9,5,16,18,5,62,59,11,103,3,60,19,13,111,0,25,9,23,20,49,14,4,42,0,0,7,25587,25587,26280,26096,16151,24263,28313,26685,20255,332,0,115,71,63,1920,2985,1860,930,1905,1335,28
JAN,2012,Tower Hamlets,0,26,125,171,14,142,12,11,11,101,7,138,72,79,101,5,47,131,84,340,3,74,27,34,40,61,42,17,362,1,1,28,34556,34556,66519,24794,9587,33711,62214,20467,11155,719,0,156,95,108,5550,10560,5340,3780,5430,2670,42
JAN,2012,Waltham Forest,0,14,141,108,10,84,9,10,15,129,12,172,71,74,205,14,50,72,19,193,2,47,54,52,14,64,42,10,69,2,1,27,36757,36757,48062,31146,15278,34935,45607,32080,18701,538,0,110,100,94,4725,9045,4635,2850,5340,3105,33
JAN,2012,Wandsworth,0,12,112,111,3,86,15,9,16,77,16,160,88,95,301,8,90,91,113,237,3,42,36,44,21,91,37,3,53,0,0,22,32532,32532,68527,31556,15865,32277,74597,32808,20150,593,0,125,98,76,2535,6105,3495,1575,3780,2295,20
JAN,2012,Westminster,0,34,235,155,20,208,29,11,35,132,3,142,168,52,177,8,337,841,130,1822,8,105,82,36,29,58,53,11,440,4,4,41,23659,23659,48057,26765,15366,22433,44484,25757,17337,1428,0,400,201,251,1830,4980,2730,1170,3180,1965,29
DEC,2011,Barking&Dagenham,0,19,125,104,3,49,13,4,8,79,9,181,53,63,121,6,60,36,21,146,1,66,28,56,13,67,31,3,61,0,0,18,31329,31329,27982,20966,10596,29815,30591,21632,14118,431,0,122,90,82,4020,6390,3180,2520,4140,2250,41
DEC,2011,Barnet,0,13,108,97,9,113,6,4,12,94,12,327,114,75,244,5,93,56,11,225,1,106,44,36,17,65,27,5,93,0,3,18,48553,48553,55832,42066,26993,45978,58563,45207,34346,552,0,161,145,84,2835,6180,3315,1635,4350,2490,32
DEC,2011,Bexley,1,11,82,50,3,41,6,0,9,18,4,91,46,34,80,5,49,17,3,62,2,19,12,19,9,60,30,6,76,1,0,10,32212,32212,28288,30574,21021,31043,30529,32353,26754,377,0,90,102,81,2790,3600,2220,1515,2280,1545,40
DEC,2011,Brent,0,39,177,153,15,174,22,9,10,169,11,319,62,62,195,8,106,130,20,213,6,85,31,38,25,53,45,9,246,2,3,35,42343,42343,58748,36536,19625,39296,55630,37101,22966,666,0,149,102,101,3945,9195,4905,2220,5055,3300,36
DEC,2011,Bromley,0,13,132,81,17,109,13,5,9,43,4,265,92,71,195,18,134,39,25,194,1,106,19,39,22,91,43,8,80,0,5,9,39773,39773,38221,41468,29693,38186,41258,44185,37770,487,0,109,147,76,2895,5055,3345,1605,3045,2115,27
DEC,2011,Camden,0,16,148,95,8,107,24,5,12,98,6,220,91,51,164,14,122,320,57,701,8,60,37,35,33,45,34,19,199,1,2,27,24975,24975,44604,24368,14141,25100,45766,23649,17484,783,0,245,119,134,2145,5115,2850,1380,3360,1935,31
DEC,2011,Croydon,0,20,214,140,8,106,13,17,23,123,24,251,95,76,142,9,135,62,27,215,7,108,36,74,22,106,37,11,174,2,0,29,51950,51950,52396,46366,26170,50389,55678,49652,32214,682,0,216,134,120,5520,9345,5070,3045,5670,3675,33
DEC,2011,Ealing,1,13,178,155,7,127,34,13,14,102,8,271,70,80,248,17,131,102,38,221,7,90,45,54,23,90,33,12,170,0,3,33,45153,45153,61993,40787,21911,42500,59890,41216,25864,707,0,180,129,102,3615,8505,4575,2265,5070,2970,35
DEC,2011,Enfield,0,9,114,104,14,55,5,5,11,54,7,220,55,61,198,14,75,39,14,154,4,79,31,50,16,83,35,19,86,1,2,20,46527,46527,44794,37962,22242,44120,49342,41213,27735,562,0,159,143,71,5040,9045,4770,3450,6255,3540,27
DEC,2011,Greenwich,1,22,190,113,7,94,21,7,22,31,5,187,64,39,129,15,96,61,25,215,7,195,28,68,23,69,52,8,82,2,2,22,36767,36767,45093,29552,15483,35239,44144,30211,18994,622,0,215,99,79,3960,7080,3720,2400,4425,2430,30
DEC,2011,Hackney,0,25,139,121,10,111,10,11,11,79,7,112,57,52,116,12,54,178,87,329,2,45,13,38,20,40,45,10,129,3,0,25,32476,32476,54157,25212,10749,32461,53816,25904,12407,733,0,126,94,113,4035,10515,5670,2790,6375,3600,28
DEC,2011,Hammersmith&Fulham,0,7,113,86,13,97,11,4,9,71,5,170,62,49,224,14,161,112,65,261,9,46,19,24,11,59,31,4,146,5,8,28,19415,19415,40880,19147,9654,18805,41963,20414,12167,588,0,152,91,68,2040,4635,2520,1230,3015,1800,36
DEC,2011,Haringey,0,30,156,102,8,68,48,15,5,108,5,313,53,55,284,2,92,105,27,222,8,49,20,68,30,113,49,4,91,0,0,22,33669,33669,50885,28779,13478,32527,48797,30979,16426,687,0,140,89,88,4155,10140,5280,2535,5820,3510,34
DEC,2011,Harrow,0,9,77,40,1,75,9,3,4,55,6,220,73,30,134,13,37,26,8,103,3,51,16,22,8,73,28,0,44,0,0,12,32646,32646,37021,29479,19731,30175,36508,31206,23733,363,0,143,97,56,1905,3600,2115,1140,2145,1590,32
DEC,2011,Havering,0,19,97,68,1,51,7,7,6,30,4,210,74,54,111,4,92,32,30,124,5,51,10,37,15,60,24,7,68,0,3,23,30421,30421,29063,31434,23612,29234,30447,32922,30794,374,0,123,104,39,3090,4365,2550,1860,2550,1830,30
DEC,2011,Hillingdon,0,18,148,119,11,126,24,7,14,84,6,293,87,53,240,19,97,46,28,321,4,70,38,46,30,137,48,10,108,0,0,37,40006,40006,42045,33829,20911,37358,42276,34185,24889,518,0,105,98,52,2355,4665,2475,1545,2955,1530,39
DEC,2011,Hounslow,0,16,139,139,5,95,18,10,14,46,2,223,84,66,173,8,117,45,31,154,6,52,17,46,8,67,43,16,115,0,3,37,34095,34095,47695,29942,16396,32350,44902,30200,19347,499,0,124,86,71,2865,4515,2490,1455,3000,1680,33
DEC,2011,Islington,1,20,117,116,10,113,11,7,11,86,6,172,68,29,117,17,94,214,56,350,7,33,13,51,21,43,44,8,121,0,0,23,22444,22444,45934,22499,10933,22220,46859,22422,12974,672,0,161,97,44,3345,6435,3315,1905,4080,2475,32
DEC,2011,Kensington&Chelsea,0,3,78,66,4,57,5,1,7,35,0,73,73,51,176,6,201,85,49,528,2,32,40,20,11,49,12,4,77,0,0,9,16251,16251,30556,19545,11736,15285,30336,20475,14067,541,0,161,143,89,1170,2970,1830,675,2040,1260,29
DEC,2011,KingstonUponThames,0,9,73,43,7,33,15,4,5,28,1,95,47,12,54,4,96,50,30,135,2,60,12,17,14,35,31,4,43,0,0,12,20542,20542,25857,19909,12061,20632,26488,20051,14896,295,0,77,70,45,750,1800,1170,555,1065,735,28
DEC,2011,Lambeth,0,41,187,135,10,103,34,16,24,196,14,253,72,67,254,2,77,209,81,418,10,72,29,61,26,84,46,9,241,2,2,28,34957,34957,68896,34127,13842,34152,67679,34264,16564,921,0,124,130,162,4665,11040,6525,2805,6795,4440,29
DEC,2011,Lewisham,0,16,142,104,12,140,19,10,21,90,9,258,71,70,177,9,82,41,30,235,5,84,46,63,14,78,39,12,148,4,0,35,37330,37330,50420,32816,15072,36388,51174,34806,18932,629,0,130,105,105,4575,9465,5400,2700,5685,3675,32
DEC,2011,Merton,0,17,71,59,4,39,10,1,9,50,5,122,70,29,107,0,76,18,30,98,2,41,13,27,14,61,27,6,82,0,0,5,25441,25441,36162,23891,13528,23758,36015,25013,16735,366,0,92,80,42,1920,3405,2085,1050,2115,1380,29
DEC,2011,Newham,1,23,152,165,5,78,18,15,17,187,7,168,87,85,201,15,91,141,42,318,4,101,55,62,12,54,30,8,115,1,0,27,46749,46749,71642,31233,12421,44906,57522,31007,14980,776,0,179,109,107,5520,10485,5205,3690,5940,3630,45
DEC,2011,Redbridge,0,16,108,73,11,84,13,6,24,74,4,271,44,86,201,9,72,53,18,178,2,90,26,41,16,84,26,6,154,1,2,22,41946,41946,44749,33315,19508,39168,44406,34199,24104,471,0,132,104,64,3585,6045,3375,2100,4065,2355,36
DEC,2011,RichmondUponThames,0,7,51,42,3,41,4,4,9,18,1,112,92,25,105,8,47,17,27,137,2,36,15,18,12,54,20,0,25,0,2,10,23200,23200,27828,25417,14970,22748,28917,25745,18702,297,0,114,86,53,660,1695,1305,420,1170,750,20
DEC,2011,Southwark,0,22,178,160,12,102,17,22,26,189,28,224,106,82,161,10,94,197,116,455,11,19,15,64,23,82,63,10,263,1,1,34,35493,35493,60207,34069,13263,35168,60635,33524,16358,853,0,141,115,146,4635,9870,6150,2805,5880,3930,29
DEC,2011,Sutton,0,4,81,58,3,37,6,1,10,11,6,76,55,15,84,3,108,15,9,104,1,36,9,19,15,55,21,1,45,0,0,10,25146,25146,26274,25648,15832,23975,28056,26212,19980,336,0,111,72,65,1875,2865,1830,885,1845,1305,28
DEC,2011,Tower Hamlets,2,21,107,133,10,105,17,13,14,95,8,138,92,66,101,22,46,123,83,372,7,72,39,45,21,64,47,16,217,3,1,30,33756,33756,65430,23585,9368,32976,60388,19620,10889,744,0,145,99,113,5640,10455,5265,3825,5520,2640,42
DEC,2011,Waltham Forest,0,19,133,108,5,98,14,12,7,102,12,207,64,84,229,26,58,78,33,257,2,56,47,51,13,49,46,7,50,0,1,12,36593,36593,48100,30173,15109,34551,45445,31319,18452,546,0,101,98,101,4875,8835,4605,2970,5385,3165,33
DEC,2011,Wandsworth,0,14,124,103,7,81,13,5,19,86,16,180,88,86,264,12,90,90,92,246,6,38,26,41,15,83,42,4,60,0,2,17,32233,32233,69719,31512,15697,32097,74434,32126,19892,600,0,117,102,76,2565,6060,3360,1635,3795,2250,20
DEC,2011,Westminster,1,43,260,174,11,167,43,12,30,149,6,84,189,33,187,2,378,887,80,2092,13,124,57,28,42,66,53,9,344,1,2,60,22482,22482,48420,26030,15083,21181,44456,25002,16928,1454,0,393,239,265,1860,5040,2715,1200,3210,1965,29
NOV,2011,Barking&Dagenham,0,16,135,75,5,80,21,10,12,69,7,167,63,74,138,5,67,38,28,148,6,63,26,51,13,69,32,12,73,0,0,19,31329,31329,27982,20966,10596,29815,30591,21632,14118,430,0,124,90,85,4110,6315,3120,2535,4215,2265,40
NOV,2011,Barnet,0,6,98,118,6,111,6,7,35,80,9,313,132,72,333,34,99,48,25,252,12,121,48,44,14,73,51,6,110,0,1,25,48553,48553,55832,42066,26993,45978,58563,45207,34346,553,0,172,145,87,3045,6195,3270,1710,4485,2505,33
NOV,2011,Bexley,0,13,78,55,8,55,13,0,13,33,7,77,55,37,103,7,67,19,11,103,3,42,14,26,8,44,36,9,86,0,2,13,32212,32212,28288,30574,21021,31043,30529,32353,26754,379,0,96,102,84,2790,3555,2235,1680,2295,1560,40
NOV,2011,Brent,1,43,192,149,18,192,26,6,23,181,8,320,71,57,164,14,77,84,34,316,9,101,48,43,21,61,54,11,360,1,2,44,42343,42343,58748,36536,19625,39296,55630,37101,22966,652,0,153,102,107,3990,9210,4890,2310,5130,3330,34
NOV,2011,Bromley,0,21,132,85,7,138,17,3,19,67,3,197,94,60,189,8,120,19,33,186,5,73,18,48,22,109,54,18,78,1,0,15,39773,39773,38221,41468,29693,38186,41258,44185,37770,490,0,120,148,78,2895,4815,3285,1635,3045,2070,29
NOV,2011,Camden,0,24,129,99,6,129,15,16,24,105,6,143,102,43,213,8,122,523,122,794,12,61,38,61,33,71,37,8,196,3,1,24,24975,24975,44604,24368,14141,25100,45766,23649,17484,782,0,275,120,139,2130,5115,2880,1425,3345,1950,33
NOV,2011,Croydon,0,30,204,149,9,131,40,16,22,148,25,266,118,70,232,10,154,68,33,322,14,80,38,66,33,139,49,15,188,4,3,34,51950,51950,52396,46366,26170,50389,55678,49652,32214,684,0,223,135,124,5520,9105,4980,3120,5865,3690,34
NOV,2011,Ealing,0,20,194,194,13,147,27,9,29,126,12,236,103,92,263,19,127,82,62,270,10,121,36,65,12,108,30,6,180,0,5,51,45153,45153,61993,40787,21911,42500,59890,41216,25864,692,0,193,129,107,3825,8610,4485,2370,5130,3045,34
NOV,2011,Enfield,0,7,118,107,14,58,24,5,19,98,10,267,56,93,286,28,68,44,23,157,2,86,43,54,15,95,29,14,93,0,2,32,46527,46527,44794,37962,22242,44120,49342,41213,27735,560,0,157,143,76,4995,9000,4755,3510,6285,3510,23
NOV,2011,Greenwich,1,24,193,126,7,83,26,4,17,69,3,112,57,56,157,7,91,135,33,237,17,40,30,80,20,79,40,17,100,0,1,25,36767,36767,45093,29552,15483,35239,44144,30211,18994,625,0,218,99,80,4080,6945,3615,2550,4530,2475,29
NOV,2011,Hackney,0,16,140,134,10,99,29,13,20,95,6,106,50,100,142,14,63,272,165,428,5,34,25,43,22,71,36,18,185,2,2,22,32476,32476,54157,25212,10749,32461,53816,25904,12407,726,0,137,96,115,4095,10590,5550,2835,6540,3645,28
NOV,2011,Hammersmith&Fulham,0,14,86,80,4,103,21,4,9,68,1,128,52,47,285,11,166,100,103,322,11,43,17,51,19,70,22,17,111,3,5,23,19415,19415,40880,19147,9654,18805,41963,20414,12167,567,0,163,91,69,2130,4710,2475,1230,3105,1800,42
NOV,2011,Haringey,1,22,149,99,13,71,19,10,22,103,5,242,55,151,197,7,86,242,39,265,3,89,19,45,23,69,46,4,140,3,0,25,33669,33669,50885,28779,13478,32527,48797,30979,16426,683,0,142,90,89,4215,10050,5220,2625,5790,3585,36
NOV,2011,Harrow,0,8,70,57,3,68,6,3,12,53,5,208,69,32,129,5,42,30,12,126,6,37,28,28,9,56,16,5,36,2,0,17,32646,32646,37021,29479,19731,30175,36508,31206,23733,364,0,151,97,60,1935,3570,2070,1200,2175,1620,34
NOV,2011,Havering,0,14,98,73,6,72,11,6,16,49,2,237,53,81,113,7,89,16,17,140,5,56,13,23,19,67,28,10,74,0,0,10,30421,30421,29063,31434,23612,29234,30447,32922,30794,375,0,132,104,42,3060,4305,2475,1920,2595,1860,27
NOV,2011,Hillingdon,0,26,159,93,11,124,18,5,18,63,7,228,111,49,244,26,121,41,29,314,10,62,36,46,17,95,55,9,111,0,2,64,40006,40006,42045,33829,20911,37358,42276,34185,24889,514,0,114,98,58,2385,4605,2430,1590,3030,1515,37
NOV,2011,Hounslow,0,13,141,152,13,120,21,10,16,55,1,224,70,72,272,8,125,56,66,240,10,98,23,44,17,94,64,13,116,2,3,27,34095,34095,47695,29942,16396,32350,44902,30200,19347,490,0,128,86,74,2820,4425,2445,1605,3120,1695,37
NOV,2011,Islington,0,29,129,128,16,117,11,9,13,121,9,144,90,62,141,16,102,348,140,411,9,44,25,53,19,68,42,18,167,1,1,27,22444,22444,45934,22499,10933,22220,46859,22422,12974,675,0,164,97,47,3300,6405,3285,1965,4170,2520,27
NOV,2011,Kensington&Chelsea,0,5,59,68,6,68,3,5,1,37,3,89,41,55,171,9,175,112,71,568,5,33,35,21,18,38,28,4,83,0,2,20,16251,16251,30556,19545,11736,15285,30336,20475,14067,538,0,174,143,89,1155,2910,1800,675,2085,1275,32
NOV,2011,KingstonUponThames,0,23,81,57,6,25,9,6,8,20,0,78,49,15,61,1,79,42,68,154,3,36,13,16,11,40,19,5,45,0,0,19,20542,20542,25857,19909,12061,20632,26488,20051,14896,297,0,88,70,49,690,1815,1110,540,1140,735,31
NOV,2011,Lambeth,0,35,187,184,26,136,44,12,24,249,18,243,75,88,169,0,61,281,122,513,14,64,54,80,25,101,44,25,234,3,4,29,34957,34957,68896,34127,13842,34152,67679,34264,16564,927,0,128,132,168,4620,10860,6405,2940,6885,4425,26
NOV,2011,Lewisham,1,29,158,140,15,155,24,7,33,150,9,192,72,48,158,7,87,68,50,239,3,130,49,76,20,77,49,13,181,1,2,29,37330,37330,50420,32816,15072,36388,51174,34806,18932,627,0,142,105,108,4650,9540,5220,2850,5790,3750,26
NOV,2011,Merton,0,6,90,58,8,58,9,6,16,57,7,161,60,30,105,5,64,26,45,139,1,29,16,30,6,62,26,5,87,0,0,14,25441,25441,36162,23891,13528,23758,36015,25013,16735,367,0,101,82,43,1875,3360,2040,1080,2175,1365,28
NOV,2011,Newham,0,28,164,154,11,130,24,13,29,227,8,194,92,121,248,33,90,138,47,325,6,95,56,59,17,76,40,11,158,1,1,31,46749,46749,71642,31233,12421,44906,57522,31007,14980,773,0,181,110,110,5610,10470,5220,3900,6030,3675,43
